CO(GT),PT08.S1(CO),NO2(GT),PT08.S4(NO2),T,RH,AH,day,year,quarter,weekday,label
1.8,1078.0,129.0,1523.0,41.4,13.8,1.0786,19.0,2004.0,3.0,0.0,1
1.8,1100.0,126.0,1533.0,40.5,14.9,1.114,19.0,2004.0,3.0,0.0,1
1.8,1234.0,149.0,1781.0,39.6,17.0,1.2064,19.0,2004.0,3.0,0.0,1
1.8,1323.0,200.0,1911.0,37.7,19.8,1.2715,19.0,2004.0,3.0,0.0,3
1.8,1263.0,174.0,1863.0,34.3,24.2,1.2857,19.0,2004.0,3.0,0.0,1
1.8,1216.0,131.0,1737.0,31.7,28.1,1.2912,19.0,2004.0,3.0,0.0,1
1.8,1247.0,135.0,1761.0,30.2,30.8,1.3008,19.0,2004.0,3.0,0.0,1
1.8,1264.0,134.0,1820.0,29.4,33.0,1.3343,19.0,2004.0,3.0,0.0,1
1.8,1111.0,96.0,1619.0,29.2,33.1,1.3202,19.0,2004.0,3.0,0.0,1
1.8,1068.0,94.0,1576.0,27.6,36.6,1.332,20.0,2004.0,3.0,1.0,1
1.8,1015.0,79.0,1531.0,27.2,36.9,1.3147,20.0,2004.0,3.0,1.0,1
1.8,989.0,79.0,1513.0,25.4,41.0,1.3079,20.0,2004.0,3.0,1.0,1
1.8,930.0,109.0,1440.0,25.2,41.5,1.3106,20.0,2004.0,3.0,1.0,1
1.8,952.0,89.0,1481.0,23.4,47.4,1.3475,20.0,2004.0,3.0,1.0,1
1.8,981.0,69.0,1493.0,25.1,44.0,1.3794,20.0,2004.0,3.0,1.0,1
1.8,1138.0,91.0,1716.0,23.9,46.5,1.3637,20.0,2004.0,3.0,1.0,1
1.8,1472.0,135.0,2257.0,24.8,43.2,1.3387,20.0,2004.0,3.0,1.0,3
1.8,1626.0,166.0,2643.0,27.0,38.7,1.361,20.0,2004.0,3.0,1.0,3
1.8,1480.0,189.0,2238.0,29.4,33.6,1.3526,20.0,2004.0,3.0,1.0,3
1.8,1367.0,193.0,2002.0,34.8,23.4,1.2781,20.0,2004.0,3.0,1.0,3
1.8,1245.0,164.0,1747.0,38.1,18.5,1.2108,20.0,2004.0,3.0,1.0,3
1.8,1194.0,139.0,1632.0,38.9,18.0,1.2318,20.0,2004.0,3.0,1.0,3
1.8,1156.0,130.0,1615.0,39.8,16.0,1.1444,20.0,2004.0,3.0,1.0,3
1.8,1107.0,129.0,1615.0,41.7,12.5,0.9941,20.0,2004.0,3.0,1.0,1
1.8,1127.0,132.0,1625.0,42.8,12.3,1.0326,20.0,2004.0,3.0,1.0,3
1.8,1083.0,101.0,1544.0,41.4,14.2,1.1128,20.0,2004.0,3.0,1.0,1
1.8,1289.0,145.0,1796.0,41.3,15.5,1.21,20.0,2004.0,3.0,1.0,3
1.8,1209.0,133.0,1662.0,38.3,19.4,1.2851,20.0,2004.0,3.0,1.0,3
1.8,1221.0,110.0,1753.0,34.7,23.3,1.2653,20.0,2004.0,3.0,1.0,3
1.8,1255.0,126.0,1793.0,32.6,26.3,1.2754,20.0,2004.0,3.0,1.0,3
1.8,1163.0,102.0,1644.0,30.9,29.0,1.275,20.0,2004.0,3.0,1.0,1
1.8,1234.0,104.0,1782.0,30.1,30.2,1.2711,20.0,2004.0,3.0,1.0,3
1.8,1240.0,112.0,1799.0,29.0,33.4,1.3149,20.0,2004.0,3.0,1.0,3
1.8,1128.0,89.0,1683.0,28.3,36.8,1.3906,21.0,2004.0,3.0,2.0,3
1.8,1057.0,67.0,1574.0,27.6,38.2,1.3911,21.0,2004.0,3.0,2.0,2
1.8,1026.0,63.0,1545.0,25.8,43.1,1.4113,21.0,2004.0,3.0,2.0,2
1.8,925.0,109.0,1440.0,27.4,39.1,1.4072,21.0,2004.0,3.0,2.0,2
1.8,917.0,34.0,1421.0,26.3,40.9,1.3803,21.0,2004.0,3.0,2.0,2
1.8,1011.0,73.0,1562.0,23.3,50.1,1.41,21.0,2004.0,3.0,2.0,2
1.8,1079.0,76.0,1634.0,23.1,49.7,1.3863,21.0,2004.0,3.0,2.0,2
1.8,1322.0,102.0,1999.0,24.2,46.4,1.3834,21.0,2004.0,3.0,2.0,3
1.8,1526.0,140.0,2405.0,25.8,42.2,1.3774,21.0,2004.0,3.0,2.0,3
1.8,1338.0,150.0,1951.0,28.1,37.3,1.3922,21.0,2004.0,3.0,2.0,3
1.8,1421.0,194.0,2063.0,33.9,26.8,1.397,21.0,2004.0,3.0,2.0,3
1.8,1197.0,162.0,1770.0,38.0,17.2,1.1227,21.0,2004.0,3.0,2.0,3
1.8,1116.0,138.0,1571.0,38.9,15.9,1.0896,21.0,2004.0,3.0,2.0,3
1.8,1115.0,123.0,1561.0,40.4,15.0,1.1125,21.0,2004.0,3.0,2.0,3
1.8,1018.0,86.0,1421.0,40.1,15.2,1.1065,21.0,2004.0,3.0,2.0,2
1.8,1109.0,107.0,1537.0,42.0,14.2,1.1517,21.0,2004.0,3.0,2.0,3
1.8,1105.0,106.0,1532.0,42.7,14.4,1.2092,21.0,2004.0,3.0,2.0,3
1.8,1128.0,99.0,1576.0,41.6,14.5,1.1483,21.0,2004.0,3.0,2.0,3
4.1,1301.0,140.0,1813.0,39.6,18.8,1.3413,21.0,2004.0,3.0,2.0,3
3.8,1416.0,163.0,1998.0,36.1,25.5,1.4949,21.0,2004.0,3.0,2.0,3
3.4,1301.0,144.0,1914.0,33.3,29.9,1.5079,21.0,2004.0,3.0,2.0,3
2.9,1261.0,120.0,1837.0,31.2,33.2,1.4831,21.0,2004.0,3.0,2.0,3
3.1,1295.0,120.0,1917.0,30.1,35.8,1.5034,21.0,2004.0,3.0,2.0,3
3.5,1239.0,106.0,1839.0,28.9,39.1,1.537,21.0,2004.0,3.0,2.0,3
2.4,1229.0,95.0,1866.0,27.8,43.3,1.5929,22.0,2004.0,3.0,3.0,3
1.6,1125.0,70.0,1719.0,26.9,46.1,1.608,22.0,2004.0,3.0,3.0,2
1.3,1044.0,67.0,1580.0,26.4,47.1,1.5947,22.0,2004.0,3.0,3.0,2
0.9,976.0,109.0,1545.0,25.2,51.4,1.621,22.0,2004.0,3.0,3.0,2
1.0,1015.0,70.0,1595.0,23.8,55.4,1.6073,22.0,2004.0,3.0,3.0,2
0.8,954.0,50.0,1527.0,24.9,50.6,1.5755,22.0,2004.0,3.0,3.0,2
1.1,1032.0,60.0,1627.0,25.0,49.2,1.5418,22.0,2004.0,3.0,3.0,2
4.4,1518.0,127.0,2388.0,24.7,50.9,1.5593,22.0,2004.0,3.0,3.0,3
1.8,1602.0,149.0,2662.0,26.4,46.3,1.5722,22.0,2004.0,3.0,3.0,3
1.8,1362.0,158.0,2003.0,28.1,42.0,1.5735,22.0,2004.0,3.0,3.0,3
3.3,1394.0,190.0,2031.0,34.0,29.9,1.5614,22.0,2004.0,3.0,3.0,3
2.1,1205.0,127.0,1735.0,37.3,22.9,1.4373,22.0,2004.0,3.0,3.0,3
2.1,1210.0,130.0,1742.0,40.1,19.0,1.3849,22.0,2004.0,3.0,3.0,3
2.0,1138.0,125.0,1624.0,42.0,15.8,1.2759,22.0,2004.0,3.0,3.0,3
1.5,1079.0,113.0,1559.0,42.8,14.3,1.2003,22.0,2004.0,3.0,3.0,3
2.1,1158.0,143.0,1654.0,44.3,13.0,1.183,22.0,2004.0,3.0,3.0,3
2.3,1186.0,157.0,1686.0,44.6,12.6,1.1684,22.0,2004.0,3.0,3.0,3
2.8,1261.0,170.0,1813.0,43.4,14.8,1.2882,22.0,2004.0,3.0,3.0,3
3.6,1339.0,187.0,1990.0,40.6,18.2,1.368,22.0,2004.0,3.0,3.0,3
4.0,1342.0,181.0,2017.0,37.1,21.3,1.3223,22.0,2004.0,3.0,3.0,3
3.7,1317.0,158.0,1996.0,34.5,25.5,1.368,22.0,2004.0,3.0,3.0,3
2.5,1210.0,112.0,1849.0,32.2,30.4,1.4433,22.0,2004.0,3.0,3.0,3
2.3,1220.0,100.0,1838.0,30.4,35.4,1.5144,22.0,2004.0,3.0,3.0,3
2.5,1276.0,105.0,1887.0,29.4,38.7,1.5581,22.0,2004.0,3.0,3.0,3
2.7,1270.0,107.0,1917.0,28.6,38.7,1.4921,23.0,2004.0,3.0,4.0,3
1.3,1053.0,72.0,1658.0,27.7,40.5,1.4835,23.0,2004.0,3.0,4.0,2
0.8,956.0,59.0,1544.0,28.0,39.8,1.4803,23.0,2004.0,3.0,4.0,2
0.9,954.0,109.0,1564.0,24.8,48.5,1.4953,23.0,2004.0,3.0,4.0,2
0.5,912.0,55.0,1500.0,25.6,45.8,1.4801,23.0,2004.0,3.0,4.0,2
0.8,973.0,70.0,1597.0,23.6,51.5,1.4852,23.0,2004.0,3.0,4.0,2
1.0,1037.0,59.0,1707.0,25.1,46.5,1.4615,23.0,2004.0,3.0,4.0,2
2.9,1306.0,95.0,2116.0,24.5,48.3,1.4593,23.0,2004.0,3.0,4.0,3
3.8,1367.0,120.0,2283.0,26.6,42.8,1.4675,23.0,2004.0,3.0,4.0,3
3.5,1335.0,133.0,2141.0,29.0,37.6,1.4866,23.0,2004.0,3.0,4.0,3
2.4,1250.0,133.0,1925.0,34.2,28.5,1.5071,23.0,2004.0,3.0,4.0,3
1.8,1142.0,120.0,1670.0,37.3,22.9,1.4369,23.0,2004.0,3.0,4.0,3
2.1,1168.0,132.0,1784.0,40.1,17.5,1.2721,23.0,2004.0,3.0,4.0,3
2.1,1125.0,135.0,1696.0,42.2,14.6,1.192,23.0,2004.0,3.0,4.0,3
1.5,1083.0,121.0,1621.0,41.9,15.2,1.2173,23.0,2004.0,3.0,4.0,3
1.5,1080.0,123.0,1622.0,43.1,13.8,1.1803,23.0,2004.0,3.0,4.0,3
1.8,1085.0,129.0,1638.0,42.8,13.8,1.1681,23.0,2004.0,3.0,4.0,3
2.1,1115.0,129.0,1746.0,41.1,16.5,1.2701,23.0,2004.0,3.0,4.0,3
3.0,1259.0,156.0,1990.0,38.7,20.3,1.3743,23.0,2004.0,3.0,4.0,3
2.8,1241.0,131.0,1971.0,35.8,24.1,1.3924,23.0,2004.0,3.0,4.0,3
2.5,1156.0,115.0,1832.0,33.1,28.3,1.4121,23.0,2004.0,3.0,4.0,3
1.4,1055.0,79.0,1634.0,30.1,33.9,1.4257,23.0,2004.0,3.0,4.0,2
1.7,1144.0,86.0,1744.0,29.0,36.6,1.4431,23.0,2004.0,3.0,4.0,3
1.8,1169.0,91.0,1831.0,28.5,38.4,1.468,23.0,2004.0,3.0,4.0,3
2.4,1195.0,99.0,1897.0,27.8,39.9,1.4682,24.0,2004.0,3.0,5.0,3
1.9,1158.0,83.0,1785.0,27.0,42.8,1.503,24.0,2004.0,3.0,5.0,3
1.4,1075.0,74.0,1748.0,26.4,44.5,1.5119,24.0,2004.0,3.0,5.0,2
0.8,973.0,109.0,1599.0,25.8,46.6,1.5269,24.0,2004.0,3.0,5.0,2
0.7,989.0,64.0,1602.0,25.1,48.5,1.5266,24.0,2004.0,3.0,5.0,2
0.8,967.0,61.0,1597.0,24.6,52.2,1.5881,24.0,2004.0,3.0,5.0,2
0.7,968.0,62.0,1586.0,24.4,50.5,1.5243,24.0,2004.0,3.0,5.0,2
1.0,1062.0,65.0,1715.0,25.2,49.1,1.5546,24.0,2004.0,3.0,5.0,2
1.7,1143.0,79.0,1829.0,26.6,50.8,1.7419,24.0,2004.0,3.0,5.0,2
1.9,1152.0,90.0,1800.0,28.0,46.9,1.748,24.0,2004.0,3.0,5.0,3
2.3,1238.0,116.0,1883.0,32.7,34.5,1.6798,24.0,2004.0,3.0,5.0,3
1.7,1103.0,89.0,1686.0,36.6,26.5,1.599,24.0,2004.0,3.0,5.0,2
1.3,1043.0,68.0,1628.0,37.8,26.3,1.6951,24.0,2004.0,3.0,5.0,2
1.2,1058.0,53.0,1623.0,38.3,27.1,1.797,24.0,2004.0,3.0,5.0,2
0.8,960.0,34.0,1488.0,35.4,32.4,1.837,24.0,2004.0,3.0,5.0,2
0.9,972.0,38.0,1505.0,37.3,28.8,1.8087,24.0,2004.0,3.0,5.0,2
1.1,1012.0,53.0,1547.0,36.6,28.2,1.697,24.0,2004.0,3.0,5.0,2
1.2,1021.0,62.0,1545.0,35.1,29.6,1.6452,24.0,2004.0,3.0,5.0,2
1.3,1034.0,82.0,1563.0,32.3,33.4,1.59,24.0,2004.0,3.0,5.0,2
1.4,1026.0,88.0,1549.0,29.9,37.9,1.5745,24.0,2004.0,3.0,5.0,2
1.2,966.0,70.0,1494.0,28.2,41.9,1.5776,24.0,2004.0,3.0,5.0,2
0.9,948.0,53.0,1475.0,27.2,45.9,1.6316,24.0,2004.0,3.0,5.0,2
1.1,984.0,57.0,1557.0,27.3,45.7,1.6308,24.0,2004.0,3.0,5.0,2
1.5,1077.0,73.0,1673.0,27.0,47.1,1.6573,24.0,2004.0,3.0,5.0,2
1.7,1163.0,83.0,1760.0,23.7,69.3,2.0042,25.0,2004.0,3.0,6.0,2
0.9,965.0,52.0,1549.0,23.8,63.5,1.8495,25.0,2004.0,3.0,6.0,2
0.7,941.0,52.0,1530.0,24.7,56.9,1.739,25.0,2004.0,3.0,6.0,2
0.4,851.0,109.0,1432.0,25.0,53.1,1.6541,25.0,2004.0,3.0,6.0,2
1.8,870.0,26.0,1463.0,24.1,59.6,1.7657,25.0,2004.0,3.0,6.0,2
0.3,834.0,17.0,1458.0,22.5,69.1,1.8578,25.0,2004.0,3.0,6.0,2
0.4,859.0,28.0,1476.0,23.4,64.4,1.835,25.0,2004.0,3.0,6.0,2
0.4,843.0,29.0,1442.0,24.4,57.9,1.7476,25.0,2004.0,3.0,6.0,2
0.5,851.0,37.0,1443.0,24.5,56.9,1.7225,25.0,2004.0,3.0,6.0,2
0.5,853.0,31.0,1435.0,24.9,54.8,1.7063,25.0,2004.0,3.0,6.0,2
0.7,908.0,46.0,1494.0,27.0,47.4,1.6661,25.0,2004.0,3.0,6.0,2
0.9,928.0,66.0,1491.0,27.6,43.7,1.5877,25.0,2004.0,3.0,6.0,2
0.8,905.0,54.0,1446.0,28.2,42.6,1.6062,25.0,2004.0,3.0,6.0,2
0.8,901.0,50.0,1446.0,29.1,40.8,1.6203,25.0,2004.0,3.0,6.0,2
0.7,869.0,44.0,1417.0,29.8,38.6,1.5911,25.0,2004.0,3.0,6.0,2
0.8,891.0,52.0,1452.0,31.5,34.5,1.5666,25.0,2004.0,3.0,6.0,2
0.7,855.0,37.0,1403.0,31.2,36.3,1.6217,25.0,2004.0,3.0,6.0,2
0.8,911.0,51.0,1466.0,30.0,41.3,1.7259,25.0,2004.0,3.0,6.0,2
1.2,989.0,78.0,1552.0,27.6,47.5,1.7266,25.0,2004.0,3.0,6.0,2
1.6,1048.0,90.0,1637.0,28.8,41.3,1.6164,25.0,2004.0,3.0,6.0,2
1.6,1049.0,110.0,1636.0,28.5,41.6,1.5959,25.0,2004.0,3.0,6.0,2
1.5,1035.0,86.0,1653.0,27.7,43.4,1.5833,25.0,2004.0,3.0,6.0,2
1.5,1034.0,88.0,1643.0,27.3,44.1,1.5751,25.0,2004.0,3.0,6.0,2
1.5,1022.0,91.0,1627.0,26.9,45.5,1.5926,25.0,2004.0,3.0,6.0,2
1.5,1007.0,93.0,1611.0,26.6,47.2,1.616,26.0,2004.0,3.0,0.0,1
1.2,945.0,68.0,1553.0,26.0,48.0,1.5882,26.0,2004.0,3.0,0.0,1
0.8,880.0,48.0,1465.0,26.2,45.7,1.5324,26.0,2004.0,3.0,0.0,1
1.8,837.0,109.0,1414.0,25.9,46.3,1.524,26.0,2004.0,3.0,0.0,1
1.8,822.0,22.0,1396.0,25.6,46.8,1.5111,26.0,2004.0,3.0,0.0,1
1.8,860.0,59.0,1466.0,25.3,47.6,1.5159,26.0,2004.0,3.0,0.0,1
1.8,1023.0,102.0,1663.0,25.4,48.5,1.5507,26.0,2004.0,3.0,0.0,1
1.8,1150.0,116.0,1842.0,26.5,46.3,1.5768,26.0,2004.0,3.0,0.0,1
1.8,1088.0,109.0,1744.0,27.9,42.7,1.5754,26.0,2004.0,3.0,0.0,1
1.8,993.0,98.0,1637.0,28.8,38.9,1.5184,26.0,2004.0,3.0,0.0,1
1.8,962.0,97.0,1559.0,31.7,31.5,1.4487,26.0,2004.0,3.0,0.0,1
1.8,974.0,97.0,1596.0,33.9,26.9,1.3964,26.0,2004.0,3.0,0.0,1
1.8,998.0,90.0,1635.0,34.7,26.5,1.4408,26.0,2004.0,3.0,0.0,1
1.8,964.0,92.0,1590.0,35.4,24.8,1.4017,26.0,2004.0,3.0,0.0,1
1.8,903.0,76.0,1464.0,35.2,24.1,1.351,26.0,2004.0,3.0,0.0,1
1.8,973.0,97.0,1563.0,36.3,22.8,1.3564,26.0,2004.0,3.0,0.0,1
1.8,976.0,101.0,1546.0,35.4,23.8,1.3443,26.0,2004.0,3.0,0.0,1
1.8,1026.0,118.0,1651.0,34.6,23.5,1.2691,26.0,2004.0,3.0,0.0,1
1.8,1163.0,129.0,1931.0,33.0,28.2,1.3921,26.0,2004.0,3.0,0.0,1
1.8,1082.0,131.0,1763.0,32.5,27.9,1.3373,26.0,2004.0,3.0,0.0,1
1.8,1029.0,130.0,1697.0,30.5,29.9,1.2875,26.0,2004.0,3.0,0.0,1
1.8,991.0,106.0,1616.0,29.1,33.1,1.3126,26.0,2004.0,3.0,0.0,1
1.8,950.0,92.0,1549.0,28.4,35.8,1.3665,26.0,2004.0,3.0,0.0,1
1.8,997.0,97.0,1613.0,27.7,37.9,1.3842,26.0,2004.0,3.0,0.0,1
1.8,912.0,80.0,1511.0,28.3,35.5,1.3414,27.0,2004.0,3.0,1.0,1
1.8,861.0,40.0,1479.0,27.1,38.6,1.3632,27.0,2004.0,3.0,1.0,1
1.8,838.0,49.0,1466.0,25.8,40.9,1.3377,27.0,2004.0,3.0,1.0,1
1.8,784.0,109.0,1392.0,26.0,40.6,1.3467,27.0,2004.0,3.0,1.0,1
1.8,800.0,46.0,1396.0,24.6,43.4,1.3248,27.0,2004.0,3.0,1.0,1
1.8,825.0,37.0,1402.0,25.1,42.3,1.326,27.0,2004.0,3.0,1.0,1
1.8,996.0,92.0,1621.0,23.1,48.8,1.3638,27.0,2004.0,3.0,1.0,1
1.8,1086.0,115.0,1724.0,24.7,46.8,1.4337,27.0,2004.0,3.0,1.0,1
1.8,1041.0,102.0,1694.0,24.6,45.1,1.3714,27.0,2004.0,3.0,1.0,1
1.8,991.0,104.0,1608.0,26.2,38.5,1.2932,27.0,2004.0,3.0,1.0,1
1.8,999.0,109.0,1600.0,29.3,31.0,1.2445,27.0,2004.0,3.0,1.0,1
1.8,981.0,108.0,1572.0,31.2,26.6,1.192,27.0,2004.0,3.0,1.0,1
1.8,926.0,90.0,1478.0,31.1,26.2,1.1619,27.0,2004.0,3.0,1.0,1
1.8,939.0,81.0,1528.0,31.7,26.4,1.2153,27.0,2004.0,3.0,1.0,1
1.8,915.0,87.0,1474.0,31.7,25.6,1.179,27.0,2004.0,3.0,1.0,1
1.8,883.0,82.0,1413.0,32.6,22.5,1.0901,27.0,2004.0,3.0,1.0,1
1.8,926.0,99.0,1470.0,32.8,22.2,1.0835,27.0,2004.0,3.0,1.0,1
1.8,989.0,119.0,1577.0,32.4,22.4,1.0701,27.0,2004.0,3.0,1.0,1
1.8,1003.0,128.0,1602.0,31.4,22.7,1.027,27.0,2004.0,3.0,1.0,1
1.8,933.0,111.0,1536.0,28.4,24.7,0.9404,27.0,2004.0,3.0,1.0,1
1.8,912.0,114.0,1479.0,27.7,24.2,0.882,27.0,2004.0,3.0,1.0,1
1.8,888.0,100.0,1438.0,26.1,28.3,0.9456,27.0,2004.0,3.0,1.0,1
1.8,858.0,88.0,1421.0,25.3,28.4,0.9041,27.0,2004.0,3.0,1.0,1
1.8,837.0,78.0,1355.0,25.2,27.7,0.874,27.0,2004.0,3.0,1.0,1
1.8,902.0,101.0,1482.0,24.5,28.0,0.8489,28.0,2004.0,3.0,2.0,2
1.8,860.0,77.0,1426.0,23.6,31.9,0.9195,28.0,2004.0,3.0,2.0,2
1.8,794.0,78.0,1336.0,22.8,34.7,0.9514,28.0,2004.0,3.0,2.0,2
1.8,742.0,109.0,1283.0,23.6,33.2,0.9577,28.0,2004.0,3.0,2.0,2
1.8,779.0,65.0,1337.0,20.5,41.2,0.9802,28.0,2004.0,3.0,2.0,2
1.8,798.0,74.0,1363.0,20.6,41.5,0.9982,28.0,2004.0,3.0,2.0,2
1.8,851.0,83.0,1449.0,20.2,42.5,0.9949,28.0,2004.0,3.0,2.0,2
1.8,1048.0,96.0,1726.0,20.9,40.4,0.9884,28.0,2004.0,3.0,2.0,2
1.8,1210.0,120.0,2112.0,22.4,38.0,1.0201,28.0,2004.0,3.0,2.0,3
1.8,1172.0,147.0,1964.0,26.0,29.7,0.9831,28.0,2004.0,3.0,2.0,3
1.8,1026.0,148.0,1662.0,31.4,18.6,0.8398,28.0,2004.0,3.0,2.0,3
1.8,914.0,91.0,1481.0,34.2,15.8,0.8371,28.0,2004.0,3.0,2.0,2
1.8,938.0,94.0,1517.0,35.4,15.3,0.8649,28.0,2004.0,3.0,2.0,2
1.8,908.0,95.0,1409.0,34.6,15.5,0.8435,28.0,2004.0,3.0,2.0,2
1.8,892.0,92.0,1383.0,33.9,16.2,0.8454,28.0,2004.0,3.0,2.0,2
1.8,949.0,113.0,1473.0,35.3,15.0,0.8463,28.0,2004.0,3.0,2.0,2
1.8,956.0,111.0,1464.0,36.8,13.7,0.8335,28.0,2004.0,3.0,2.0,2
1.8,1070.0,166.0,1697.0,34.4,16.4,0.8761,28.0,2004.0,3.0,2.0,3
1.8,1103.0,109.0,1732.0,35.3,16.8,0.9448,28.0,2004.0,3.0,2.0,3
1.8,1074.0,143.0,1713.0,32.3,20.7,0.9875,28.0,2004.0,3.0,2.0,3
1.8,1086.0,131.0,1682.0,29.6,26.1,1.0682,28.0,2004.0,3.0,2.0,3
1.8,960.0,102.0,1532.0,28.6,27.2,1.048,28.0,2004.0,3.0,2.0,2
1.8,974.0,94.0,1528.0,27.6,27.4,0.9926,28.0,2004.0,3.0,2.0,2
1.8,939.0,96.0,1472.0,26.3,29.0,0.9807,28.0,2004.0,3.0,2.0,2
1.8,954.0,88.0,1518.0,25.4,30.1,0.9602,29.0,2004.0,3.0,3.0,2
1.8,925.0,72.0,1480.0,24.7,32.1,0.9878,29.0,2004.0,3.0,3.0,2
1.8,797.0,33.0,1276.0,25.7,30.9,1.0048,29.0,2004.0,3.0,3.0,2
1.8,787.0,109.0,1259.0,25.1,32.6,1.0203,29.0,2004.0,3.0,3.0,2
1.8,774.0,33.0,1265.0,23.9,34.4,1.0079,29.0,2004.0,3.0,3.0,2
1.8,838.0,60.0,1371.0,21.4,40.3,1.0157,29.0,2004.0,3.0,3.0,2
1.8,918.0,72.0,1488.0,21.2,41.2,1.0246,29.0,2004.0,3.0,3.0,2
1.8,1125.0,97.0,1850.0,21.6,40.9,1.0468,29.0,2004.0,3.0,3.0,3
1.8,1281.0,136.0,2179.0,24.0,36.6,1.0763,29.0,2004.0,3.0,3.0,3
1.8,1145.0,140.0,1809.0,26.8,29.5,1.0209,29.0,2004.0,3.0,3.0,3
1.8,1088.0,171.0,1709.0,31.8,19.4,0.8936,29.0,2004.0,3.0,3.0,3
1.8,1043.0,150.0,1586.0,34.4,16.6,0.8892,29.0,2004.0,3.0,3.0,3
1.8,998.0,117.0,1480.0,35.3,16.7,0.9402,29.0,2004.0,3.0,3.0,2
1.8,998.0,106.0,1484.0,36.4,16.8,1.0033,29.0,2004.0,3.0,3.0,2
1.8,960.0,95.0,1417.0,34.8,19.5,1.0667,29.0,2004.0,3.0,3.0,2
1.8,1062.0,137.0,1601.0,38.6,16.1,1.0853,29.0,2004.0,3.0,3.0,3
1.8,1050.0,129.0,1558.0,38.5,16.5,1.1037,29.0,2004.0,3.0,3.0,3
1.8,1096.0,135.0,1600.0,37.4,18.1,1.1467,29.0,2004.0,3.0,3.0,3
1.8,1081.0,127.0,1668.0,35.7,19.8,1.1399,29.0,2004.0,3.0,3.0,3
1.8,1096.0,122.0,1694.0,32.0,24.9,1.1663,29.0,2004.0,3.0,3.0,3
1.8,1051.0,118.0,1641.0,29.7,28.1,1.1544,29.0,2004.0,3.0,3.0,3
1.8,1106.0,135.0,1752.0,28.5,32.1,1.2296,29.0,2004.0,3.0,3.0,3
1.8,1177.0,134.0,1868.0,27.6,40.5,1.4715,29.0,2004.0,3.0,3.0,3
1.8,1111.0,105.0,1754.0,26.3,45.6,1.5349,29.0,2004.0,3.0,3.0,3
1.8,1083.0,104.0,1720.0,25.7,46.1,1.5025,30.0,2004.0,3.0,4.0,2
1.8,1005.0,81.0,1620.0,25.1,46.3,1.4486,30.0,2004.0,3.0,4.0,2
1.8,942.0,69.0,1551.0,23.5,51.3,1.467,30.0,2004.0,3.0,4.0,2
1.8,907.0,109.0,1669.0,23.1,52.1,1.4518,30.0,2004.0,3.0,4.0,2
1.8,867.0,51.0,1477.0,23.7,51.2,1.4795,30.0,2004.0,3.0,4.0,2
1.8,882.0,52.0,1494.0,23.0,52.2,1.4516,30.0,2004.0,3.0,4.0,2
1.8,894.0,48.0,1504.0,23.0,49.9,1.3849,30.0,2004.0,3.0,4.0,2
1.8,1263.0,105.0,2132.0,23.0,50.9,1.4105,30.0,2004.0,3.0,4.0,3
1.8,1380.0,150.0,2322.0,24.4,49.3,1.4814,30.0,2004.0,3.0,4.0,3
1.8,1333.0,160.0,2186.0,26.8,46.6,1.6157,30.0,2004.0,3.0,4.0,3
1.8,1264.0,167.0,1972.0,32.2,32.6,1.5412,30.0,2004.0,3.0,4.0,3
1.8,1115.0,141.0,1722.0,34.8,26.0,1.4241,30.0,2004.0,3.0,4.0,3
1.8,1078.0,104.0,1628.0,36.1,24.8,1.4628,30.0,2004.0,3.0,4.0,3
1.8,1055.0,101.0,1610.0,37.7,21.8,1.3977,30.0,2004.0,3.0,4.0,2
1.8,1031.0,118.0,1580.0,36.9,21.8,1.3384,30.0,2004.0,3.0,4.0,2
1.8,1033.0,121.0,1564.0,39.1,18.7,1.2884,30.0,2004.0,3.0,4.0,2
1.8,1043.0,124.0,1554.0,39.3,18.9,1.318,30.0,2004.0,3.0,4.0,3
1.8,1118.0,127.0,1723.0,38.2,21.8,1.4312,30.0,2004.0,3.0,4.0,3
1.8,1137.0,137.0,1840.0,36.6,23.3,1.4042,30.0,2004.0,3.0,4.0,3
1.8,1153.0,137.0,1874.0,33.3,28.7,1.4454,30.0,2004.0,3.0,4.0,3
1.8,1145.0,135.0,1828.0,30.9,34.2,1.5064,30.0,2004.0,3.0,4.0,3
1.8,1149.0,118.0,1808.0,29.1,38.9,1.5384,30.0,2004.0,3.0,4.0,3
1.8,1149.0,111.0,1827.0,28.1,40.3,1.5086,30.0,2004.0,3.0,4.0,3
1.8,1052.0,85.0,1667.0,27.0,41.6,1.4596,30.0,2004.0,3.0,4.0,2
1.8,1063.0,158.0,1463.0,17.8,49.6,0.9954,31.0,2004.0,3.0,5.0,2
1.8,935.0,77.0,1566.0,25.7,46.8,1.523,31.0,2004.0,3.0,5.0,2
1.8,935.0,56.0,1588.0,25.1,51.1,1.6044,31.0,2004.0,3.0,5.0,2
1.8,930.0,109.0,1613.0,23.7,56.5,1.6341,31.0,2004.0,3.0,5.0,2
1.8,880.0,37.0,1529.0,23.8,55.3,1.6068,31.0,2004.0,3.0,5.0,2
0.8,916.0,49.0,1559.0,23.7,54.6,1.5823,31.0,2004.0,3.0,5.0,2
1.2,975.0,71.0,1666.0,22.6,58.8,1.5903,31.0,2004.0,3.0,5.0,2
1.0,948.0,71.0,1600.0,24.0,53.4,1.5748,31.0,2004.0,3.0,5.0,2
